geography,label,geo_level
2710660,"Albert Lea, MN",M
2720260,"Duluth, MN-WI (MN part)",M
2733460,"Minneapolis-St. Paul-Bloomington, MN-WI (MN part)",M
2739860,"Red Wing, MN",M
2741060,"St. Cloud, MN",M
